User_ID,Experience_Level,Category,Platform,Enrollment_Date,Completion_Date,Hours_Spent_Per_Week,Course_Duration_Weeks,Videos_Watched,Assignments_Submitted,Quiz_Score,Engagement_Score,Completion_Status,Completion_Percentage,Certificate_Issued,Dropout_Reason,Satisfaction_Score
U0235,Working Professional,Data Science,Coursera,02/18/2025,,13,7,27,3,29,54,In Progress,64,No,No Dropout,4
U0236,Fresher,Artificial Intelligence,Coursera,03/30/2025,06/01/2025,17,5,99,7,81,100,Completed,78,Yes,No Dropout,4
U0237,Student,Power BI,Skillshare,08/18/2024,12/07/2024,18,9,95,9,85,84,Completed,93,Yes,No Dropout,5
U0238,Working Professional,Data Science,YouTube,01/29/2025,,17,4,16,4,54,42,Dropped,10,No,No Dropout,2
U0239,Fresher,Data Science,Coursera,12/21/2024,,5,3,58,1,57,48,In Progress,63,No,No Dropout,3
U0240,Working Professional,Python,edX,05/02/2024,,10,17,54,3,30,14,Dropped,18,No,Lost Interest,1
U0241,Student,Python,Coursera,05/01/2025,,2,19,23,0,43,16,Dropped,32,No,No Dropout,2
U0242,Working Professional,Data Science,Coursera,12/22/2024,,17,15,28,5,64,68,In Progress,81,No,No Dropout,4
U0243,Working Professional,Tableau,edX,07/09/2024,,2,16,43,2,57,15,Dropped,7,No,Too Difficult,3
U0244,Student,Power BI,Udemy,03/05/2025,,5,18,12,1,39,10,Dropped,33,No,Too Difficult,3
U0245,Working Professional,Machine Learning,Udemy,08/04/2024,,10,7,56,3,27,69,In Progress,89,No,No Dropout,3
U0246,Working Professional,Artificial Intelligence,Coursera,05/25/2024,06/30/2024,7,12,85,10,86,84,Completed,79,Yes,No Dropout,4
U0247,Student,Power BI,Udemy,04/30/2025,06/23/2025,9,23,103,8,98,86,Completed,97,Yes,No Dropout,5
U0248,Fresher,Data Science,Coursera,04/28/2024,,1,13,39,5,54,50,In Progress,54,No,No Dropout,3
U0249,Student,Artificial Intelligence,Coursera,05/20/2024,,14,14,28,4,42,32,Dropped,12,No,Lost Interest,1
U0250,Fresher,Tableau,YouTube,01/19/2025,,5,5,10,5,41,36,Dropped,22,No,Too Difficult,2
U0251,Student,Tableau,Skillshare,04/11/2025,,20,3,16,3,64,16,Dropped,5,No,No Dropout,2
U0252,Student,Machine Learning,edX,06/15/2024,,6,19,44,3,36,51,In Progress,53,No,No Dropout,3
U0253,Fresher,Machine Learning,Coursera,02/16/2024,03/25/2024,16,13,116,7,74,96,Completed,92,Yes,No Dropout,4
U0254,Working Professional,Data Science,Coursera,04/12/2024,,4,14,45,5,56,62,In Progress,45,No,No Dropout,3
U0255,Fresher,Machine Learning,Udemy,10/02/2024,,20,19,30,3,26,73,In Progress,89,No,No Dropout,4
U0256,Fresher,Machine Learning,edX,04/03/2024,,9,15,60,4,61,33,Dropped,12,No,Too Difficult,3
U0257,Working Professional,Tableau,edX,03/02/2025,,16,21,55,0,63,34,Dropped,25,No,Too Difficult,1
U0258,Fresher,Artificial Intelligence,edX,01/24/2025,,16,17,37,4,35,65,In Progress,100,No,No Dropout,4
U0259,Working Professional,Machine Learning,Coursera,01/13/2024,,7,5,50,2,64,61,In Progress,35,No,No Dropout,4
U0260,Fresher,Tableau,YouTube,10/22/2024,,8,24,58,2,55,74,In Progress,83,No,No Dropout,3
U0261,Fresher,Power BI,Udemy,01/30/2025,03/22/2025,9,4,83,7,78,77,Completed,30,Yes,No Dropout,5
U0262,Fresher,Tableau,Coursera,06/20/2024,,4,9,46,5,56,36,Dropped,26,No,Time Constraint,2
U0263,Fresher,Data Science,edX,06/26/2024,,16,4,47,5,65,45,Dropped,34,No,Time Constraint,3
U0264,Student,SQL,edX,08/31/2024,,6,9,21,4,55,55,In Progress,82,No,No Dropout,4
U0265,Fresher,Statistics,Skillshare,06/04/2024,,5,7,34,5,39,48,In Progress,37,No,No Dropout,4
U0266,Fresher,Artificial Intelligence,Coursera,06/18/2024,08/22/2024,12,16,100,8,79,85,Completed,78,Yes,No Dropout,4
U0267,Student,Statistics,Coursera,01/17/2025,,2,23,30,4,34,73,In Progress,31,No,No Dropout,4
U0268,Student,Python,edX,03/11/2024,06/01/2024,9,19,104,8,88,86,Completed,63,Yes,No Dropout,5
U0269,Working Professional,Tableau,Coursera,06/03/2024,,4,21,24,0,44,63,In Progress,54,No,No Dropout,4
U0270,Fresher,SQL,Coursera,05/09/2024,,6,23,43,3,28,29,Dropped,35,No,Too Difficult,1
U0271,Student,Python,Coursera,05/10/2025,06/25/2025,13,11,108,8,93,75,Completed,70,Yes,No Dropout,5
U0272,Working Professional,Statistics,YouTube,03/05/2025,,12,19,30,5,58,10,Dropped,20,No,Time Constraint,3
U0273,Fresher,Machine Learning,Skillshare,10/03/2024,,7,22,42,5,65,47,In Progress,33,No,No Dropout,3
U0274,Student,Machine Learning,Coursera,09/16/2024,,10,17,37,4,46,43,Dropped,30,No,No Dropout,1
U0275,Working Professional,Machine Learning,Coursera,10/11/2024,,2,11,27,5,55,73,In Progress,97,No,No Dropout,4
U0276,Student,Statistics,Coursera,03/20/2025,07/10/2025,20,10,107,8,100,79,Completed,65,Yes,No Dropout,5
U0277,Student,Machine Learning,Udemy,12/19/2024,04/18/2025,12,20,84,8,70,76,Completed,42,Yes,No Dropout,5
U0278,Working Professional,Machine Learning,edX,04/23/2025,,13,7,36,4,57,75,In Progress,79,No,No Dropout,3
U0279,Working Professional,Statistics,edX,05/22/2024,,8,20,10,2,53,29,Dropped,21,No,No Dropout,2
U0280,Fresher,Python,edX,07/26/2024,09/01/2024,19,9,105,8,85,88,Completed,97,Yes,No Dropout,4
U0281,Working Professional,Data Science,Skillshare,04/07/2025,05/29/2025,19,6,98,7,89,96,Completed,95,Yes,No Dropout,5
U0282,Student,Data Science,edX,04/26/2024,,7,14,23,0,60,21,Dropped,40,No,Time Constraint,3
U0283,Working Professional,SQL,Coursera,05/04/2024,,14,14,55,1,30,30,Dropped,40,No,Too Difficult,1
U0284,Fresher,Python,Udemy,11/01/2024,12/06/2024,14,24,82,7,74,96,Completed,33,Yes,No Dropout,5
U0285,Student,SQL,edX,04/06/2024,,15,10,45,3,30,66,In Progress,55,No,No Dropout,3
U0286,Fresher,Python,Udemy,07/28/2024,,15,16,46,1,26,75,In Progress,95,No,No Dropout,4
U0287,Fresher,Python,edX,06/30/2024,10/24/2024,19,14,103,10,70,90,Completed,30,Yes,No Dropout,5
U0288,Student,Statistics,Skillshare,09/18/2024,12/28/2024,20,6,93,9,87,87,Completed,53,Yes,No Dropout,4
U0289,Student,Data Science,Udemy,09/26/2024,12/09/2024,16,22,98,10,98,80,Completed,35,Yes,No Dropout,5
U0290,Fresher,Artificial Intelligence,YouTube,07/19/2024,,17,11,15,1,32,45,Dropped,30,No,Lost Interest,3
U0291,Student,Tableau,YouTube,09/14/2024,,17,21,18,0,59,22,Dropped,30,No,Time Constraint,1
U0292,Working Professional,Machine Learning,Coursera,03/05/2024,,13,15,49,0,53,72,In Progress,30,No,No Dropout,3
U0293,Working Professional,Power BI,YouTube,01/10/2024,,1,15,49,0,63,42,Dropped,29,No,Too Difficult,3
U0294,Working Professional,Data Science,Coursera,03/24/2025,,4,2,28,5,26,56,In Progress,84,No,No Dropout,3
U0295,Student,Data Science,Skillshare,11/02/2024,01/05/2025,6,12,87,8,80,95,Completed,55,Yes,No Dropout,4
U0296,Working Professional,Data Science,Skillshare,11/19/2024,,11,22,18,0,28,29,Dropped,39,No,Lost Interest,2
U0297,Student,Data Science,edX,02/15/2025,,16,9,38,3,30,64,In Progress,46,No,No Dropout,3
U0298,Fresher,Power BI,edX,07/10/2024,,1,6,53,5,40,55,In Progress,65,No,No Dropout,4
U0299,Student,Power BI,Coursera,06/23/2024,,12,16,14,4,58,22,Dropped,31,No,Too Difficult,3
U0300,Working Professional,Artificial Intelligence,Skillshare,04/28/2024,,8,12,25,5,33,38,Dropped,39,No,Lost Interest,1
U0301,Fresher,Artificial Intelligence,edX,05/07/2025,,5,5,60,2,30,54,In Progress,100,No,No Dropout,4
U0302,Fresher,SQL,Coursera,05/11/2024,06/10/2024,1,5,70,9,75,80,Completed,60,Yes,No Dropout,5
U0303,Fresher,Machine Learning,Skillshare,01/25/2025,03/20/2025,18,23,108,8,81,91,Completed,65,Yes,No Dropout,5
U0304,Working Professional,Tableau,Skillshare,04/06/2024,,20,5,37,1,58,34,Dropped,34,No,No Dropout,1
U0305,Working Professional,Tableau,Udemy,03/31/2025,07/26/2025,18,5,101,9,92,96,Completed,40,Yes,No Dropout,5
U0306,Working Professional,Python,edX,02/15/2025,03/29/2025,18,18,94,9,92,81,Completed,43,Yes,No Dropout,5
U0307,Student,Data Science,edX,01/19/2025,,19,8,56,1,59,10,Dropped,26,No,Lost Interest,1
U0308,Working Professional,SQL,Skillshare,04/25/2024,,13,14,22,1,50,11,Dropped,13,No,Too Difficult,3
U0309,Working Professional,Data Science,Coursera,03/08/2025,,13,6,40,1,46,21,Dropped,34,No,Too Difficult,3
U0310,Student,Statistics,Udemy,01/22/2024,04/15/2024,11,14,70,9,73,97,Completed,83,Yes,No Dropout,5
U0311,Working Professional,Artificial Intelligence,YouTube,04/20/2024,07/08/2024,14,5,94,8,79,84,Completed,95,Yes,No Dropout,5
U0312,Fresher,Machine Learning,Skillshare,01/16/2024,,13,2,10,0,29,47,In Progress,47,No,No Dropout,3
U0313,Fresher,Artificial Intelligence,Coursera,03/01/2025,,11,13,52,5,63,47,In Progress,71,No,No Dropout,3
U0314,Student,Tableau,YouTube,07/14/2024,09/29/2024,20,9,100,9,88,82,Completed,96,Yes,No Dropout,4
U0315,Student,SQL,YouTube,07/11/2024,,11,18,32,5,44,73,In Progress,68,No,No Dropout,4
U0316,Fresher,SQL,edX,12/09/2024,,14,8,32,2,55,19,Dropped,30,No,No Dropout,2
U0317,Fresher,Data Science,Coursera,05/22/2024,,2,11,12,1,60,57,In Progress,81,No,No Dropout,3
U0318,Working Professional,Data Science,Skillshare,10/07/2024,,18,22,56,4,36,28,Dropped,9,No,Too Difficult,1
U0319,Student,Python,Udemy,03/15/2025,06/13/2025,6,21,81,9,70,81,Completed,89,Yes,No Dropout,5
U0320,Working Professional,Data Science,Skillshare,04/06/2025,,6,22,46,3,39,71,In Progress,44,No,No Dropout,4
U0321,Student,Statistics,Udemy,02/16/2024,,18,21,10,3,43,52,In Progress,94,No,No Dropout,4
U0322,Student,Data Science,Skillshare,03/10/2024,04/14/2024,16,19,89,9,79,100,Completed,48,Yes,No Dropout,5
U0323,Working Professional,Artificial Intelligence,Coursera,06/20/2024,,11,12,11,3,51,72,In Progress,66,No,No Dropout,4
U0324,Fresher,Data Science,Skillshare,01/18/2025,,10,20,36,2,42,72,In Progress,48,No,No Dropout,3
U0325,Working Professional,Power BI,Skillshare,07/10/2024,,9,10,56,1,60,29,Dropped,26,No,Lost Interest,2
U0326,Fresher,Statistics,Coursera,02/01/2024,,9,20,59,4,63,51,In Progress,50,No,No Dropout,3
U0327,Student,SQL,edX,11/17/2024,,6,5,59,5,53,58,In Progress,38,No,No Dropout,3
U0328,Fresher,Data Science,Skillshare,01/18/2025,03/29/2025,17,3,76,7,75,83,Completed,90,Yes,No Dropout,5
U0329,Student,Python,Coursera,09/08/2024,,12,17,50,1,45,71,In Progress,47,No,No Dropout,3
U0330,Student,Machine Learning,Skillshare,04/29/2025,,8,19,14,4,45,52,In Progress,85,No,No Dropout,3
U0331,Fresher,Artificial Intelligence,Udemy,06/17/2024,,10,22,35,1,61,61,In Progress,33,No,No Dropout,3
U0332,Fresher,Tableau,edX,11/01/2024,12/02/2024,12,11,111,10,79,77,Completed,30,Yes,No Dropout,5
U0333,Fresher,Python,Coursera,05/07/2025,,11,2,53,1,64,40,Dropped,40,No,Too Difficult,1
U0334,Working Professional,Tableau,Coursera,01/13/2024,,6,22,23,1,63,69,In Progress,86,No,No Dropout,3
U0335,Working Professional,Artificial Intelligence,edX,10/27/2024,11/30/2024,12,4,120,8,100,78,Completed,65,Yes,No Dropout,4
U0336,Student,Tableau,edX,05/06/2024,08/27/2024,4,2,118,9,76,82,Completed,58,Yes,No Dropout,4
U0337,Working Professional,Machine Learning,edX,04/20/2024,05/20/2024,17,21,82,7,85,80,Completed,84,Yes,No Dropout,5
U0338,Working Professional,Machine Learning,YouTube,06/01/2024,,14,4,15,2,30,48,In Progress,73,No,No Dropout,4
U0339,Fresher,Power BI,Skillshare,03/31/2025,06/01/2025,1,5,89,10,95,81,Completed,32,Yes,No Dropout,4
U0340,Fresher,Data Science,YouTube,10/07/2024,,5,13,11,1,60,40,Dropped,30,No,Time Constraint,2
U0341,Fresher,Data Science,edX,01/15/2025,04/12/2025,19,9,86,7,96,90,Completed,72,Yes,No Dropout,4
U0342,Student,Python,Udemy,06/29/2024,,6,13,14,0,54,32,Dropped,27,No,Too Difficult,2
U0343,Working Professional,Artificial Intelligence,Coursera,03/16/2025,,17,4,53,5,53,68,In Progress,63,No,No Dropout,3
U0344,Working Professional,SQL,Udemy,09/01/2024,,13,7,44,4,33,63,In Progress,95,No,No Dropout,4
U0345,Working Professional,Machine Learning,edX,11/21/2024,02/02/2025,19,7,96,8,70,91,Completed,69,Yes,No Dropout,4
U0346,Working Professional,Machine Learning,edX,02/17/2024,04/11/2024,6,6,75,8,100,91,Completed,77,Yes,No Dropout,4
U0347,Student,Data Science,Coursera,03/12/2024,,18,17,42,2,25,37,Dropped,32,No,No Dropout,1
U0348,Fresher,Tableau,edX,06/21/2024,,15,14,52,0,57,10,Dropped,20,No,Lost Interest,3
U0349,Working Professional,Python,Udemy,12/19/2024,,11,7,58,5,55,69,In Progress,82,No,No Dropout,4
U0350,Student,Power BI,Skillshare,09/02/2024,,19,6,54,3,61,44,Dropped,7,No,No Dropout,2
U0351,Fresher,Python,YouTube,02/17/2025,,8,5,13,5,34,22,Dropped,35,No,No Dropout,1
U0352,Fresher,SQL,Coursera,01/06/2025,,15,19,33,4,46,14,Dropped,38,No,Lost Interest,3
U0353,Fresher,Tableau,Coursera,03/23/2024,05/28/2024,17,6,80,10,70,85,Completed,56,Yes,No Dropout,5
U0354,Working Professional,Power BI,edX,08/30/2024,,1,24,30,5,65,14,Dropped,37,No,No Dropout,1
U0355,Student,Data Science,edX,06/04/2024,09/08/2024,10,18,98,8,87,99,Completed,35,Yes,No Dropout,5
U0356,Fresher,Python,edX,03/08/2025,05/26/2025,16,16,103,10,74,87,Completed,46,Yes,No Dropout,5
U0357,Working Professional,Data Science,edX,05/15/2024,,18,21,42,5,34,43,Dropped,10,No,No Dropout,3
U0358,Working Professional,Python,Udemy,09/02/2024,12/06/2024,2,20,86,9,74,91,Completed,46,Yes,No Dropout,5
U0359,Fresher,Artificial Intelligence,YouTube,06/06/2024,,4,16,13,2,40,57,In Progress,70,No,No Dropout,3
U0360,Student,Data Science,Skillshare,04/02/2024,,11,17,25,3,40,53,In Progress,48,No,No Dropout,4
U0361,Working Professional,Power BI,Coursera,08/12/2024,09/26/2024,10,21,84,10,81,83,Completed,53,Yes,No Dropout,4
U0362,Student,Statistics,Udemy,04/15/2025,,16,3,46,4,46,38,Dropped,29,No,Lost Interest,2
U0363,Fresher,Machine Learning,Coursera,02/24/2024,,1,19,60,0,45,50,In Progress,90,No,No Dropout,4
U0364,Working Professional,Artificial Intelligence,YouTube,03/01/2025,,19,11,42,4,28,15,Dropped,10,No,No Dropout,3
U0365,Fresher,Data Science,Coursera,01/27/2025,,15,21,40,5,56,30,Dropped,18,No,Too Difficult,1
U0366,Fresher,Tableau,Coursera,08/03/2024,11/02/2024,7,8,90,7,93,76,Completed,75,Yes,No Dropout,5
U0367,Working Professional,SQL,Skillshare,03/08/2025,,9,4,42,1,51,45,In Progress,71,No,No Dropout,4
U0368,Student,SQL,Skillshare,03/31/2025,05/26/2025,11,19,115,7,97,83,Completed,35,Yes,No Dropout,4
U0369,Student,Power BI,edX,01/30/2025,,4,15,59,5,52,65,In Progress,66,No,No Dropout,4
U0370,Student,SQL,Skillshare,03/27/2024,,18,9,13,3,52,71,In Progress,32,No,No Dropout,3
U0371,Fresher,SQL,Udemy,01/28/2025,03/17/2025,2,5,106,7,82,94,Completed,81,Yes,No Dropout,4
U0372,Fresher,SQL,Coursera,08/05/2024,,10,21,57,2,65,25,Dropped,6,No,Time Constraint,3
U0373,Student,Data Science,Skillshare,06/22/2024,,3,16,24,0,49,30,Dropped,13,No,No Dropout,3
U0374,Fresher,Data Science,Udemy,04/11/2024,,11,21,32,5,59,45,In Progress,71,No,No Dropout,4
U0375,Working Professional,Data Science,YouTube,11/21/2024,,6,10,51,1,58,23,Dropped,29,No,Time Constraint,3
U0376,Student,SQL,Udemy,11/24/2024,02/16/2025,19,7,97,7,87,98,Completed,43,Yes,No Dropout,4
U0377,Working Professional,Tableau,Coursera,04/11/2024,06/27/2024,9,20,107,8,80,80,Completed,61,Yes,No Dropout,5
U0378,Student,SQL,Coursera,03/21/2025,,11,17,40,1,36,67,In Progress,100,No,No Dropout,4
U0379,Student,Tableau,Coursera,05/27/2024,08/23/2024,5,19,105,7,98,84,Completed,56,Yes,No Dropout,5
U0380,Fresher,Tableau,edX,04/08/2025,,6,5,46,0,48,22,Dropped,29,No,Lost Interest,1
U0381,Student,Statistics,Udemy,09/18/2024,,17,21,28,5,56,28,Dropped,15,No,Time Constraint,2
U0382,Working Professional,Data Science,Coursera,03/25/2024,,11,24,13,2,29,43,Dropped,6,No,Too Difficult,3
U0383,Fresher,SQL,Skillshare,07/25/2024,,20,16,38,2,64,14,Dropped,11,No,Time Constraint,3
U0384,Working Professional,Artificial Intelligence,YouTube,10/31/2024,01/13/2025,7,22,115,9,72,100,Completed,49,Yes,No Dropout,5
U0385,Fresher,Machine Learning,edX,01/23/2024,02/22/2024,6,16,109,10,87,93,Completed,36,Yes,No Dropout,4
U0386,Working Professional,Machine Learning,edX,11/04/2024,,13,6,49,0,57,12,Dropped,11,No,Time Constraint,3
U0387,Fresher,Artificial Intelligence,Skillshare,01/07/2025,,15,12,34,3,59,27,Dropped,26,No,Lost Interest,2
U0388,Fresher,Power BI,edX,12/12/2024,,6,6,13,3,26,26,Dropped,15,No,Too Difficult,3
U0389,Student,Statistics,Udemy,07/01/2024,,5,24,27,4,29,61,In Progress,44,No,No Dropout,3
U0390,Working Professional,SQL,YouTube,04/06/2025,05/18/2025,11,13,115,10,90,99,Completed,33,Yes,No Dropout,4
U0391,Fresher,Tableau,Udemy,09/03/2024,,5,17,20,1,25,12,Dropped,5,No,Lost Interest,2
U0392,Working Professional,Statistics,Udemy,01/02/2025,,6,6,47,0,57,72,In Progress,71,No,No Dropout,3
U0393,Working Professional,Artificial Intelligence,Coursera,06/17/2024,,8,12,15,3,51,52,In Progress,69,No,No Dropout,4
U0394,Student,SQL,YouTube,09/22/2024,11/03/2024,11,11,110,7,72,83,Completed,34,Yes,No Dropout,4
U0395,Fresher,SQL,YouTube,08/12/2024,,14,8,30,1,28,39,Dropped,36,No,Lost Interest,2
U0396,Fresher,Tableau,Udemy,01/31/2025,,2,10,47,5,48,70,In Progress,88,No,No Dropout,4
U0397,Working Professional,Machine Learning,Skillshare,04/03/2024,07/06/2024,9,9,73,9,73,95,Completed,57,Yes,No Dropout,5
U0398,Fresher,Artificial Intelligence,Coursera,04/18/2025,,15,13,38,2,61,69,In Progress,46,No,No Dropout,4
U0399,Student,Machine Learning,Skillshare,06/29/2024,,12,3,28,5,49,29,Dropped,28,No,Too Difficult,1
U0400,Fresher,Data Science,Skillshare,05/11/2024,,8,9,14,1,65,72,In Progress,93,No,No Dropout,4
U0401,Working Professional,Data Science,Coursera,06/10/2024,,2,5,48,5,45,14,Dropped,24,No,Time Constraint,3
U0402,Student,Power BI,edX,05/03/2025,08/19/2025,17,18,88,10,91,98,Completed,51,Yes,No Dropout,5
U0403,Student,Artificial Intelligence,edX,12/09/2024,,7,22,60,5,47,15,Dropped,27,No,No Dropout,2
U0404,Fresher,Power BI,Udemy,05/16/2024,08/04/2024,9,7,80,8,94,99,Completed,75,Yes,No Dropout,4
U0405,Student,Machine Learning,edX,05/14/2024,06/15/2024,6,15,112,10,83,99,Completed,53,Yes,No Dropout,4
U0406,Working Professional,Artificial Intelligence,edX,10/06/2024,,5,21,35,5,50,71,In Progress,38,No,No Dropout,4
U0407,Student,Machine Learning,edX,09/09/2024,,15,8,54,3,28,34,Dropped,12,No,Lost Interest,1
U0408,Student,SQL,Udemy,10/30/2024,01/31/2025,8,23,115,10,78,92,Completed,32,Yes,No Dropout,5
U0409,Fresher,Python,edX,01/24/2025,,19,5,60,4,37,26,Dropped,8,No,No Dropout,2
U0410,Student,Data Science,YouTube,06/20/2024,,16,13,12,0,50,70,In Progress,45,No,No Dropout,4
U0411,Working Professional,SQL,YouTube,09/15/2024,,19,8,48,1,43,45,In Progress,33,No,No Dropout,3
U0412,Student,SQL,Coursera,04/09/2025,07/28/2025,9,12,90,7,71,83,Completed,94,Yes,No Dropout,5
U0413,Working Professional,Tableau,Skillshare,02/27/2024,06/19/2024,14,24,113,10,89,80,Completed,70,Yes,No Dropout,4
U0414,Fresher,Artificial Intelligence,edX,03/12/2024,,13,12,29,2,38,50,In Progress,68,No,No Dropout,3
U0415,Working Professional,Statistics,edX,05/05/2024,06/06/2024,10,5,78,8,99,96,Completed,98,Yes,No Dropout,4
U0416,Fresher,Python,Skillshare,11/13/2024,02/04/2025,12,12,84,8,83,94,Completed,92,Yes,No Dropout,4
U0417,Student,Statistics,YouTube,04/20/2024,,8,3,15,3,37,17,Dropped,23,No,Time Constraint,3
U0418,Student,Data Science,YouTube,11/02/2024,,2,24,17,4,27,74,In Progress,83,No,No Dropout,3
U0419,Fresher,Tableau,Coursera,02/24/2024,04/28/2024,13,9,115,7,89,92,Completed,62,Yes,No Dropout,4
U0420,Student,Power BI,edX,08/23/2024,,7,8,42,1,50,65,In Progress,70,No,No Dropout,3
U0421,Fresher,Statistics,Coursera,11/08/2024,,8,8,41,1,25,29,Dropped,22,No,No Dropout,3
U0422,Student,Artificial Intelligence,Coursera,04/04/2024,,18,16,15,0,39,65,In Progress,47,No,No Dropout,4
U0423,Fresher,Tableau,Udemy,05/09/2024,08/27/2024,15,12,78,7,95,84,Completed,96,Yes,No Dropout,5
U0424,Working Professional,SQL,edX,05/02/2024,,20,20,48,1,56,46,In Progress,46,No,No Dropout,4
U0425,Working Professional,Python,Skillshare,04/08/2024,,18,11,30,0,53,40,Dropped,36,No,Time Constraint,2
U0426,Fresher,Statistics,Coursera,03/24/2025,,8,19,40,4,45,60,In Progress,42,No,No Dropout,3
U0427,Student,Machine Learning,Skillshare,04/11/2024,,9,19,48,3,65,75,In Progress,41,No,No Dropout,3
U0428,Student,Machine Learning,Udemy,11/09/2024,,7,4,40,1,43,65,In Progress,44,No,No Dropout,3
U0429,Student,Statistics,Coursera,08/13/2024,,10,4,52,4,58,70,In Progress,31,No,No Dropout,3
U0430,Fresher,Power BI,Skillshare,12/25/2024,,16,2,47,1,33,45,Dropped,29,No,Too Difficult,2
U0431,Fresher,Artificial Intelligence,edX,01/03/2025,03/31/2025,14,6,97,10,77,99,Completed,32,Yes,No Dropout,4
U0432,Working Professional,SQL,Skillshare,01/09/2024,,2,5,60,0,25,35,Dropped,34,No,No Dropout,1
U0433,Fresher,SQL,Udemy,08/08/2024,,18,14,14,5,61,35,Dropped,28,No,No Dropout,2
U0434,Student,Artificial Intelligence,edX,03/14/2025,04/13/2025,14,16,99,10,96,75,Completed,67,Yes,No Dropout,5
U0435,Student,Tableau,Udemy,04/12/2024,,4,11,24,0,31,45,Dropped,14,No,No Dropout,1
U0436,Student,Power BI,Udemy,08/10/2024,,10,4,35,3,52,16,Dropped,34,No,Time Constraint,2
U0437,Student,Tableau,YouTube,04/30/2025,,16,24,39,2,43,70,In Progress,61,No,No Dropout,4
U0438,Working Professional,Artificial Intelligence,edX,03/07/2024,,13,17,41,4,47,44,Dropped,37,No,Too Difficult,1
U0439,Fresher,Python,Coursera,03/14/2025,,1,4,27,0,37,54,In Progress,99,No,No Dropout,3
U0440,Student,SQL,Coursera,07/09/2024,,10,11,34,0,65,10,Dropped,32,No,Too Difficult,1
U0441,Working Professional,Power BI,edX,04/22/2025,07/15/2025,2,22,109,8,79,94,Completed,46,Yes,No Dropout,4
U0442,Working Professional,Power BI,Udemy,10/02/2024,,11,21,34,2,55,10,Dropped,23,No,No Dropout,3
U0443,Working Professional,Machine Learning,Coursera,08/25/2024,,1,4,50,5,28,54,In Progress,91,No,No Dropout,4
U0444,Working Professional,Machine Learning,Coursera,10/26/2024,02/03/2025,20,10,120,7,79,82,Completed,32,Yes,No Dropout,5
U0445,Student,Tableau,Coursera,02/08/2024,,8,11,42,4,60,51,In Progress,80,No,No Dropout,3
U0446,Fresher,Tableau,edX,05/16/2024,,6,19,37,1,65,62,In Progress,88,No,No Dropout,4
U0447,Student,SQL,Udemy,12/01/2024,,14,24,32,3,64,25,Dropped,23,No,Time Constraint,1
U0448,Working Professional,Power BI,Udemy,09/03/2024,,3,20,36,0,46,29,Dropped,7,No,Too Difficult,1
U0449,Working Professional,Tableau,YouTube,08/27/2024,12/08/2024,6,4,115,9,72,93,Completed,37,Yes,No Dropout,4
U0450,Student,Artificial Intelligence,edX,08/21/2024,,6,12,19,3,36,31,Dropped,14,No,No Dropout,2
U0451,Student,Python,YouTube,02/24/2024,,17,16,42,5,36,33,Dropped,34,No,Too Difficult,2
U0452,Student,Machine Learning,Skillshare,10/23/2024,12/01/2024,11,8,77,7,70,84,Completed,62,Yes,No Dropout,5
U0453,Working Professional,Machine Learning,Skillshare,03/07/2025,,5,21,55,1,27,59,In Progress,93,No,No Dropout,3
U0454,Student,Artificial Intelligence,edX,06/22/2024,,8,6,10,0,28,75,In Progress,86,No,No Dropout,3
U0455,Fresher,SQL,YouTube,03/23/2025,,10,16,29,0,47,26,Dropped,8,No,No Dropout,1
U0456,Fresher,Statistics,edX,12/09/2024,,4,4,46,4,38,29,Dropped,34,No,No Dropout,2
U0457,Working Professional,SQL,Skillshare,05/04/2024,07/09/2024,20,23,102,8,97,82,Completed,94,Yes,No Dropout,5
U0458,Fresher,Python,edX,05/01/2024,,8,16,44,3,61,31,Dropped,32,No,Time Constraint,1
U0459,Student,Tableau,Coursera,04/02/2024,06/23/2024,4,19,98,8,86,85,Completed,99,Yes,No Dropout,5
U0460,Student,Python,edX,09/18/2024,12/11/2024,17,12,87,7,76,89,Completed,34,Yes,No Dropout,4
U0461,Student,Tableau,Udemy,05/12/2025,08/23/2025,13,21,94,7,88,98,Completed,45,Yes,No Dropout,4
U0462,Working Professional,Power BI,YouTube,06/28/2024,,8,20,10,1,35,60,In Progress,79,No,No Dropout,4
U0463,Working Professional,SQL,YouTube,03/24/2025,,5,10,29,2,46,58,In Progress,59,No,No Dropout,3
U0464,Fresher,Power BI,edX,03/15/2025,,11,22,49,0,34,55,In Progress,98,No,No Dropout,4
U0465,Student,Tableau,YouTube,02/26/2025,,13,2,58,0,60,14,Dropped,5,No,Too Difficult,1
U0466,Working Professional,Power BI,YouTube,10/17/2024,02/14/2025,4,18,106,9,94,87,Completed,80,Yes,No Dropout,4
U0467,Fresher,Machine Learning,Coursera,03/06/2025,,19,21,52,4,48,29,Dropped,32,No,Time Constraint,3
U0468,Working Professional,Statistics,Coursera,12/13/2024,03/14/2025,6,12,99,10,79,77,Completed,98,Yes,No Dropout,5
U0469,Fresher,Power BI,edX,04/25/2025,,11,21,29,0,40,60,In Progress,95,No,No Dropout,3
U0470,Student,Data Science,Coursera,12/04/2024,,9,5,28,2,39,59,In Progress,30,No,No Dropout,4
U0471,Working Professional,Tableau,YouTube,05/09/2025,,9,9,58,5,38,15,Dropped,11,No,Time Constraint,3
